Date,family,sales,onpromotion
26/02/2015,BABY CARE,0,0
26/02/2015,BEAUTY,2,0
26/02/2015,BEVERAGES,1007,0
26/02/2015,BOOKS,0,0
26/02/2015,BREAD/BAKERY,315.603,1
26/02/2015,CELEBRATION,0,0
26/02/2015,CLEANING,681,0
26/02/2015,DAIRY,595,1
26/02/2015,DELI,113.402,1
26/02/2015,EGGS,124,0
26/02/2015,FROZEN FOODS,144,0
26/02/2015,GROCERY I,1847,5
26/02/2015,GROCERY II,24,0
26/02/2015,HARDWARE,1,0
26/02/2015,HOME AND KITCHEN I,11,0
26/02/2015,HOME AND KITCHEN II,8,0
26/02/2015,HOME APPLIANCES,0,0
26/02/2015,HOME CARE,0,0
26/02/2015,LADIESWEAR,0,0
26/02/2015,LAWN AND GARDEN,8,0
26/02/2015,LINGERIE,6,0
26/02/2015,"LIQUOR,WINE,BEER",81,0
26/02/2015,MAGAZINES,0,0
26/02/2015,MEATS,337.853,0
26/02/2015,PERSONAL CARE,148,0
26/02/2015,PET SUPPLIES,0,0
26/02/2015,PLAYERS AND ELECTRONICS,0,0
26/02/2015,POULTRY,205.595,0
26/02/2015,PREPARED FOODS,84.255,0
26/02/2015,PRODUCE,1,0
26/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
26/02/2015,SEAFOOD,20.223999,0
27/02/2015,AUTOMOTIVE,6,0
27/02/2015,BABY CARE,0,0
27/02/2015,BEAUTY,4,0
27/02/2015,BEVERAGES,1093,0
27/02/2015,BOOKS,0,0
27/02/2015,BREAD/BAKERY,374.563,1
27/02/2015,CELEBRATION,0,0
27/02/2015,CLEANING,796,0
27/02/2015,DAIRY,627,1
27/02/2015,DELI,163.877,46
27/02/2015,EGGS,172,28
27/02/2015,FROZEN FOODS,158.623,0
27/02/2015,GROCERY I,2667,4
27/02/2015,GROCERY II,33,0
27/02/2015,HARDWARE,1,0
27/02/2015,HOME AND KITCHEN I,84,0
27/02/2015,HOME AND KITCHEN II,15,0
27/02/2015,HOME APPLIANCES,1,0
27/02/2015,HOME CARE,0,0
27/02/2015,LADIESWEAR,0,0
27/02/2015,LAWN AND GARDEN,14,0
27/02/2015,LINGERIE,0,0
27/02/2015,"LIQUOR,WINE,BEER",149,0
27/02/2015,MAGAZINES,0,0
27/02/2015,MEATS,683.505,40
27/02/2015,PERSONAL CARE,122,0
27/02/2015,PET SUPPLIES,0,0
27/02/2015,PLAYERS AND ELECTRONICS,0,0
27/02/2015,POULTRY,394.057,35
27/02/2015,PREPARED FOODS,102.003,1
27/02/2015,PRODUCE,9,0
27/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
27/02/2015,SEAFOOD,48.334,6
28/02/2015,AUTOMOTIVE,1,0
28/02/2015,BABY CARE,0,0
28/02/2015,BEAUTY,1,0
28/02/2015,BEVERAGES,1096,0
28/02/2015,BOOKS,0,0
28/02/2015,BREAD/BAKERY,464.114,0
28/02/2015,CELEBRATION,0,0
28/02/2015,CLEANING,599,0
28/02/2015,DAIRY,784,2
28/02/2015,DELI,139.661,0
28/02/2015,EGGS,182,0
28/02/2015,FROZEN FOODS,176,1
28/02/2015,GROCERY I,2294,5
28/02/2015,GROCERY II,17,0
28/02/2015,HARDWARE,0,0
28/02/2015,HOME AND KITCHEN I,60,0
28/02/2015,HOME AND KITCHEN II,9,0
28/02/2015,HOME APPLIANCES,1,0
28/02/2015,HOME CARE,0,0
28/02/2015,LADIESWEAR,0,0
28/02/2015,LAWN AND GARDEN,3,0
28/02/2015,LINGERIE,3,0
28/02/2015,"LIQUOR,WINE,BEER",168,0
28/02/2015,MAGAZINES,0,0
28/02/2015,MEATS,259.806,0
28/02/2015,PERSONAL CARE,179,0
28/02/2015,PET SUPPLIES,0,0
28/02/2015,PLAYERS AND ELECTRONICS,0,0
28/02/2015,POULTRY,374.958,0
28/02/2015,PREPARED FOODS,112.42,0
28/02/2015,PRODUCE,4,0
28/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
28/02/2015,SEAFOOD,32.841,0
01/03/2015,AUTOMOTIVE,1,0
01/03/2015,BABY CARE,0,0
01/03/2015,BEAUTY,0,0
01/03/2015,BEVERAGES,533,0
01/03/2015,BOOKS,0,0
01/03/2015,BREAD/BAKERY,166.753,0
01/03/2015,CELEBRATION,0,0
01/03/2015,CLEANING,318,1
01/03/2015,DAIRY,377,1
01/03/2015,DELI,79.678,0
01/03/2015,EGGS,99,0
01/03/2015,FROZEN FOODS,64,1
01/03/2015,GROCERY I,1141,7
01/03/2015,GROCERY II,6,0
01/03/2015,HARDWARE,3,0
01/03/2015,HOME AND KITCHEN I,2,0
01/03/2015,HOME AND KITCHEN II,11,0
01/03/2015,HOME APPLIANCES,0,0
01/03/2015,HOME CARE,0,0
01/03/2015,LADIESWEAR,0,0
01/03/2015,LAWN AND GARDEN,4,0
01/03/2015,LINGERIE,1,0
01/03/2015,"LIQUOR,WINE,BEER",0,0
01/03/2015,MAGAZINES,0,0
01/03/2015,MEATS,167.215,0
01/03/2015,PERSONAL CARE,95,0
01/03/2015,PET SUPPLIES,0,0
01/03/2015,PLAYERS AND ELECTRONICS,0,0
01/03/2015,POULTRY,176.127,0
01/03/2015,PREPARED FOODS,54.126,0
01/03/2015,PRODUCE,6,0
01/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
01/03/2015,SEAFOOD,19.733,0
02/03/2015,AUTOMOTIVE,4,0
02/03/2015,BABY CARE,0,0
02/03/2015,BEAUTY,1,0
02/03/2015,BEVERAGES,1032,1
02/03/2015,BOOKS,0,0
02/03/2015,BREAD/BAKERY,400.372,0
02/03/2015,CELEBRATION,0,0
02/03/2015,CLEANING,952,0
02/03/2015,DAIRY,709,2
02/03/2015,DELI,184.546,2
02/03/2015,EGGS,154,0
02/03/2015,FROZEN FOODS,115,1
02/03/2015,GROCERY I,2328,3
02/03/2015,GROCERY II,30,0
02/03/2015,HARDWARE,5,0
02/03/2015,HOME AND KITCHEN I,8,0
02/03/2015,HOME AND KITCHEN II,9,0
02/03/2015,HOME APPLIANCES,1,0
02/03/2015,HOME CARE,0,0
02/03/2015,LADIESWEAR,0,0
02/03/2015,LAWN AND GARDEN,11,0
02/03/2015,LINGERIE,31,0
02/03/2015,"LIQUOR,WINE,BEER",70,0
02/03/2015,MAGAZINES,0,0
02/03/2015,MEATS,284.327,0
02/03/2015,PERSONAL CARE,168,0
02/03/2015,PET SUPPLIES,0,0
02/03/2015,PLAYERS AND ELECTRONICS,0,0
02/03/2015,POULTRY,334.667,0
02/03/2015,PREPARED FOODS,94.546,0
02/03/2015,PRODUCE,1,0
02/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
02/03/2015,SEAFOOD,25.882,0
03/03/2015,AUTOMOTIVE,5,0
03/03/2015,BABY CARE,0,0
03/03/2015,BEAUTY,1,0
03/03/2015,BEVERAGES,1338,2
03/03/2015,BOOKS,0,0
03/03/2015,BREAD/BAKERY,423.029,2
03/03/2015,CELEBRATION,0,0
03/03/2015,CLEANING,729,0
03/03/2015,DAIRY,727,3
03/03/2015,DELI,120.573,1
03/03/2015,EGGS,164,0
03/03/2015,FROZEN FOODS,103,1
03/03/2015,GROCERY I,2404,6
03/03/2015,GROCERY II,19,0
03/03/2015,HARDWARE,2,0
03/03/2015,HOME AND KITCHEN I,12,0
03/03/2015,HOME AND KITCHEN II,7,0
03/03/2015,HOME APPLIANCES,0,0
03/03/2015,HOME CARE,0,0
03/03/2015,LADIESWEAR,0,0
03/03/2015,LAWN AND GARDEN,9,0
03/03/2015,LINGERIE,4,0
03/03/2015,"LIQUOR,WINE,BEER",71,0
03/03/2015,MAGAZINES,0,0
03/03/2015,MEATS,292.531,0
03/03/2015,PERSONAL CARE,187,0
03/03/2015,PET SUPPLIES,0,0
03/03/2015,PLAYERS AND ELECTRONICS,0,0
03/03/2015,POULTRY,340.751,0
03/03/2015,PREPARED FOODS,85,0
03/03/2015,PRODUCE,1,0
03/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
03/03/2015,SEAFOOD,28.47,0
04/03/2015,AUTOMOTIVE,1,0
04/03/2015,BABY CARE,0,0
04/03/2015,BEAUTY,4,0
04/03/2015,BEVERAGES,1155,1
04/03/2015,BOOKS,0,0
04/03/2015,BREAD/BAKERY,486.453,3
04/03/2015,CELEBRATION,0,0
04/03/2015,CLEANING,922,0
04/03/2015,DAIRY,797,3
04/03/2015,DELI,133.061,2
04/03/2015,EGGS,157,0
04/03/2015,FROZEN FOODS,123,0
04/03/2015,GROCERY I,2486,5
04/03/2015,GROCERY II,30,0
04/03/2015,HARDWARE,2,0
04/03/2015,HOME AND KITCHEN I,7,0
04/03/2015,HOME AND KITCHEN II,9,0
04/03/2015,HOME APPLIANCES,0,0
04/03/2015,HOME CARE,0,0
04/03/2015,LADIESWEAR,0,0
04/03/2015,LAWN AND GARDEN,7,2
04/03/2015,LINGERIE,1,0
04/03/2015,"LIQUOR,WINE,BEER",109,0
04/03/2015,MAGAZINES,0,0
04/03/2015,MEATS,413.08,0
04/03/2015,PERSONAL CARE,187,0
04/03/2015,PET SUPPLIES,0,0
04/03/2015,PLAYERS AND ELECTRONICS,0,0
04/03/2015,POULTRY,381.228,0
04/03/2015,PREPARED FOODS,95.751,0
04/03/2015,PRODUCE,1,1
04/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
04/03/2015,SEAFOOD,32.924,0
05/03/2015,AUTOMOTIVE,8,0
05/03/2015,BABY CARE,0,0
05/03/2015,BEAUTY,3,0
05/03/2015,BEVERAGES,1032,0
05/03/2015,BOOKS,0,0
05/03/2015,BREAD/BAKERY,307.713,1
05/03/2015,CELEBRATION,0,0
05/03/2015,CLEANING,820,0
05/03/2015,DAIRY,676,1
05/03/2015,DELI,107.749,3
05/03/2015,EGGS,134,0
05/03/2015,FROZEN FOODS,138,0
05/03/2015,GROCERY I,2092,7
05/03/2015,GROCERY II,30,0
05/03/2015,HARDWARE,1,0
05/03/2015,HOME AND KITCHEN I,64,0
05/03/2015,HOME AND KITCHEN II,6,0
05/03/2015,HOME APPLIANCES,1,0
05/03/2015,HOME CARE,0,0
05/03/2015,LADIESWEAR,0,0
05/03/2015,LAWN AND GARDEN,13,0
05/03/2015,LINGERIE,4,0
05/03/2015,"LIQUOR,WINE,BEER",113,0
05/03/2015,MAGAZINES,0,0
05/03/2015,MEATS,475.756,2
05/03/2015,PERSONAL CARE,182,0
05/03/2015,PET SUPPLIES,0,0
05/03/2015,PLAYERS AND ELECTRONICS,0,0
05/03/2015,POULTRY,246.111,0
05/03/2015,PREPARED FOODS,87.04,0
05/03/2015,PRODUCE,2,0
05/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
05/03/2015,SEAFOOD,11.102,0
06/03/2015,AUTOMOTIVE,8,0
06/03/2015,BABY CARE,0,0
06/03/2015,BEAUTY,3,0
06/03/2015,BEVERAGES,1043,0
06/03/2015,BOOKS,0,0
06/03/2015,BREAD/BAKERY,376.917,0
06/03/2015,CELEBRATION,0,0
06/03/2015,CLEANING,841,0
06/03/2015,DAIRY,695,1
06/03/2015,DELI,170.751,46
06/03/2015,EGGS,152,27
06/03/2015,FROZEN FOODS,163.393,0
06/03/2015,GROCERY I,2235,6
06/03/2015,GROCERY II,39,0
06/03/2015,HARDWARE,0,0
06/03/2015,HOME AND KITCHEN I,16,0
06/03/2015,HOME AND KITCHEN II,4,0
06/03/2015,HOME APPLIANCES,1,0
06/03/2015,HOME CARE,0,0
06/03/2015,LADIESWEAR,0,0
06/03/2015,LAWN AND GARDEN,12,0
06/03/2015,LINGERIE,3,0
06/03/2015,"LIQUOR,WINE,BEER",155,0
06/03/2015,MAGAZINES,0,0
06/03/2015,MEATS,616.897,44
06/03/2015,PERSONAL CARE,134,0
06/03/2015,PET SUPPLIES,0,0
06/03/2015,PLAYERS AND ELECTRONICS,0,0
06/03/2015,POULTRY,436.014,32
06/03/2015,PREPARED FOODS,96,0
06/03/2015,PRODUCE,3,0
06/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
06/03/2015,SEAFOOD,36.686,5
07/03/2015,AUTOMOTIVE,1,0
07/03/2015,BABY CARE,0,0
07/03/2015,BEAUTY,2,0
07/03/2015,BEVERAGES,1304,0
07/03/2015,BOOKS,0,0
07/03/2015,BREAD/BAKERY,396.496,0
07/03/2015,CELEBRATION,0,0
07/03/2015,CLEANING,757,1
07/03/2015,DAIRY,851,1
07/03/2015,DELI,196.553,0
07/03/2015,EGGS,209,0
07/03/2015,FROZEN FOODS,131,0
07/03/2015,GROCERY I,2707,6
07/03/2015,GROCERY II,14,0
07/03/2015,HARDWARE,1,0
07/03/2015,HOME AND KITCHEN I,15,0
07/03/2015,HOME AND KITCHEN II,9,0
07/03/2015,HOME APPLIANCES,1,0
07/03/2015,HOME CARE,0,0
07/03/2015,LADIESWEAR,0,0
07/03/2015,LAWN AND GARDEN,6,0
07/03/2015,LINGERIE,5,0
07/03/2015,"LIQUOR,WINE,BEER",208,0
07/03/2015,MAGAZINES,0,0
07/03/2015,MEATS,298.724,0
07/03/2015,PERSONAL CARE,198,0
07/03/2015,PET SUPPLIES,0,0
07/03/2015,PLAYERS AND ELECTRONICS,0,0
07/03/2015,POULTRY,348.089,0
07/03/2015,PREPARED FOODS,133.669,0
07/03/2015,PRODUCE,11,0
07/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
07/03/2015,SEAFOOD,25.248001,0
08/03/2015,AUTOMOTIVE,1,0
08/03/2015,BABY CARE,0,0
08/03/2015,BEAUTY,1,0
08/03/2015,BEVERAGES,470,0
08/03/2015,BOOKS,0,0
08/03/2015,BREAD/BAKERY,137.522,0
08/03/2015,CELEBRATION,0,0
08/03/2015,CLEANING,271,1
08/03/2015,DAIRY,368,1
08/03/2015,DELI,48.711,2
08/03/2015,EGGS,87,0
08/03/2015,FROZEN FOODS,89,0
08/03/2015,GROCERY I,981,5
08/03/2015,GROCERY II,18,0
08/03/2015,HARDWARE,1,0
08/03/2015,HOME AND KITCHEN I,9,0
08/03/2015,HOME AND KITCHEN II,4,0
08/03/2015,HOME APPLIANCES,1,0
08/03/2015,HOME CARE,0,0
08/03/2015,LADIESWEAR,0,0
08/03/2015,LAWN AND GARDEN,3,0
08/03/2015,LINGERIE,0,0
08/03/2015,"LIQUOR,WINE,BEER",0,0
08/03/2015,MAGAZINES,0,0
08/03/2015,MEATS,93.688995,0
08/03/2015,PERSONAL CARE,69,0
08/03/2015,PET SUPPLIES,0,0
08/03/2015,PLAYERS AND ELECTRONICS,0,0
08/03/2015,POULTRY,124.536,0
08/03/2015,PREPARED FOODS,73.892,0
08/03/2015,PRODUCE,17,0
08/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
08/03/2015,SEAFOOD,10.825,1
09/03/2015,AUTOMOTIVE,2,0
09/03/2015,BABY CARE,0,0
09/03/2015,BEAUTY,2,0
09/03/2015,BEVERAGES,1296,0
09/03/2015,BOOKS,0,0
09/03/2015,BREAD/BAKERY,425.836,1
09/03/2015,CELEBRATION,0,0
09/03/2015,CLEANING,920,0
09/03/2015,DAIRY,755,1
09/03/2015,DELI,162.296,0
09/03/2015,EGGS,164,0
09/03/2015,FROZEN FOODS,139,0
09/03/2015,GROCERY I,3118,9
09/03/2015,GROCERY II,15,0
09/03/2015,HARDWARE,3,0
09/03/2015,HOME AND KITCHEN I,18,0
09/03/2015,HOME AND KITCHEN II,11,0
09/03/2015,HOME APPLIANCES,3,0
09/03/2015,HOME CARE,0,0
09/03/2015,LADIESWEAR,0,0
09/03/2015,LAWN AND GARDEN,5,0
09/03/2015,LINGERIE,1,0
09/03/2015,"LIQUOR,WINE,BEER",101,0
09/03/2015,MAGAZINES,0,0
09/03/2015,MEATS,277.421,0
09/03/2015,PERSONAL CARE,189,0
09/03/2015,PET SUPPLIES,0,0
09/03/2015,PLAYERS AND ELECTRONICS,0,0
09/03/2015,POULTRY,342.756,0
09/03/2015,PREPARED FOODS,96.058,0
09/03/2015,PRODUCE,1,0
09/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
09/03/2015,SEAFOOD,25.573,0
10/03/2015,AUTOMOTIVE,3,0
10/03/2015,BABY CARE,0,0
10/03/2015,BEAUTY,2,0
10/03/2015,BEVERAGES,1300,0
10/03/2015,BOOKS,0,0
10/03/2015,BREAD/BAKERY,358.805,0
10/03/2015,CELEBRATION,0,0
10/03/2015,CLEANING,705,0
10/03/2015,DAIRY,678,2
10/03/2015,DELI,146.152,1
10/03/2015,EGGS,148,0
10/03/2015,FROZEN FOODS,102,0
10/03/2015,GROCERY I,2418,7
10/03/2015,GROCERY II,32,0
10/03/2015,HARDWARE,2,0
10/03/2015,HOME AND KITCHEN I,12,0
10/03/2015,HOME AND KITCHEN II,11,0
10/03/2015,HOME APPLIANCES,1,0
10/03/2015,HOME CARE,0,0
10/03/2015,LADIESWEAR,0,0
10/03/2015,LAWN AND GARDEN,6,0
10/03/2015,LINGERIE,1,0
10/03/2015,"LIQUOR,WINE,BEER",89,0
10/03/2015,MAGAZINES,0,0
10/03/2015,MEATS,244.022,0
10/03/2015,PERSONAL CARE,194,0
10/03/2015,PET SUPPLIES,0,0
10/03/2015,PLAYERS AND ELECTRONICS,0,0
10/03/2015,POULTRY,291.967,1
10/03/2015,PREPARED FOODS,62.327,0
10/03/2015,PRODUCE,1,0
10/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
10/03/2015,SEAFOOD,25.379,0
11/03/2015,AUTOMOTIVE,4,0
11/03/2015,BABY CARE,0,0
11/03/2015,BEAUTY,1,0
11/03/2015,BEVERAGES,1241,0
11/03/2015,BOOKS,0,0
11/03/2015,BREAD/BAKERY,449.2,1
11/03/2015,CELEBRATION,0,0
11/03/2015,CLEANING,1009,1
11/03/2015,DAIRY,822,1
11/03/2015,DELI,167.376,2
11/03/2015,EGGS,157,0
11/03/2015,FROZEN FOODS,102,0
11/03/2015,GROCERY I,2679,5
11/03/2015,GROCERY II,19,0
11/03/2015,HARDWARE,0,0
11/03/2015,HOME AND KITCHEN I,19,0
11/03/2015,HOME AND KITCHEN II,12,0
11/03/2015,HOME APPLIANCES,0,0
11/03/2015,HOME CARE,0,0
11/03/2015,LADIESWEAR,0,0
11/03/2015,LAWN AND GARDEN,12,2
11/03/2015,LINGERIE,7,0
11/03/2015,"LIQUOR,WINE,BEER",102,0
11/03/2015,MAGAZINES,0,0
11/03/2015,MEATS,283.078,0
11/03/2015,PERSONAL CARE,242,0
11/03/2015,PET SUPPLIES,0,0
11/03/2015,PLAYERS AND ELECTRONICS,0,0
11/03/2015,POULTRY,326.138,0
11/03/2015,PREPARED FOODS,89.808,0
11/03/2015,PRODUCE,1,1
11/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
11/03/2015,SEAFOOD,30.283,0
12/03/2015,AUTOMOTIVE,1,0
12/03/2015,BABY CARE,0,0
12/03/2015,BEAUTY,2,0
12/03/2015,BEVERAGES,988,0
12/03/2015,BOOKS,0,0
12/03/2015,BREAD/BAKERY,320.43,0
12/03/2015,CELEBRATION,0,0
12/03/2015,CLEANING,800,1
12/03/2015,DAIRY,608,1
12/03/2015,DELI,121.891,1
12/03/2015,EGGS,101,0
12/03/2015,FROZEN FOODS,111,0
12/03/2015,GROCERY I,1779,7
12/03/2015,GROCERY II,28,0
12/03/2015,HARDWARE,3,0
12/03/2015,HOME AND KITCHEN I,16,0
12/03/2015,HOME AND KITCHEN II,7,0
12/03/2015,HOME APPLIANCES,2,0
12/03/2015,HOME CARE,0,0
12/03/2015,LADIESWEAR,0,0
12/03/2015,LAWN AND GARDEN,1,0
12/03/2015,LINGERIE,1,0
12/03/2015,"LIQUOR,WINE,BEER",104,0
12/03/2015,MAGAZINES,0,0
12/03/2015,MEATS,317.087,0
12/03/2015,PERSONAL CARE,152,0
12/03/2015,PET SUPPLIES,0,0
12/03/2015,PLAYERS AND ELECTRONICS,0,0
12/03/2015,POULTRY,191.843,0
12/03/2015,PREPARED FOODS,93.981,0
12/03/2015,PRODUCE,1,0
12/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
12/03/2015,SEAFOOD,15.936,0
13/03/2015,AUTOMOTIVE,4,0
13/03/2015,BABY CARE,0,0
13/03/2015,BEAUTY,1,0
13/03/2015,BEVERAGES,1545,0
13/03/2015,BOOKS,0,0
13/03/2015,BREAD/BAKERY,444.872,0
13/03/2015,CELEBRATION,0,0
13/03/2015,CLEANING,796,3
13/03/2015,DAIRY,716,1
13/03/2015,DELI,193.107,50
13/03/2015,EGGS,152,27
13/03/2015,FROZEN FOODS,192,1
13/03/2015,GROCERY I,2605,9
13/03/2015,GROCERY II,25,0
13/03/2015,HARDWARE,1,0
13/03/2015,HOME AND KITCHEN I,35,0
13/03/2015,HOME AND KITCHEN II,14,0
13/03/2015,HOME APPLIANCES,0,0
13/03/2015,HOME CARE,0,0
13/03/2015,LADIESWEAR,0,0
13/03/2015,LAWN AND GARDEN,4,0
13/03/2015,LINGERIE,5,0
13/03/2015,"LIQUOR,WINE,BEER",199,0
13/03/2015,MAGAZINES,0,0
13/03/2015,MEATS,710.766,41
13/03/2015,PERSONAL CARE,152,0
13/03/2015,PET SUPPLIES,0,0
13/03/2015,PLAYERS AND ELECTRONICS,0,0
13/03/2015,POULTRY,394.249,31
13/03/2015,PREPARED FOODS,92.378,1
13/03/2015,PRODUCE,8,0
13/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
13/03/2015,SEAFOOD,57.72,5
14/03/2015,AUTOMOTIVE,3,0
14/03/2015,BABY CARE,0,0
14/03/2015,BEAUTY,1,0
14/03/2015,BEVERAGES,1198,0
14/03/2015,BOOKS,0,0
14/03/2015,BREAD/BAKERY,361.975,0
14/03/2015,CELEBRATION,0,0
14/03/2015,CLEANING,636,2
14/03/2015,DAIRY,869,1
14/03/2015,DELI,181.023,1
14/03/2015,EGGS,188,0
14/03/2015,FROZEN FOODS,146,1
14/03/2015,GROCERY I,2660,9
14/03/2015,GROCERY II,32,0
14/03/2015,HARDWARE,0,0
14/03/2015,HOME AND KITCHEN I,23,0
14/03/2015,HOME AND KITCHEN II,12,0
14/03/2015,HOME APPLIANCES,6,0
14/03/2015,HOME CARE,0,0
14/03/2015,LADIESWEAR,0,0
14/03/2015,LAWN AND GARDEN,10,0
14/03/2015,LINGERIE,2,0
14/03/2015,"LIQUOR,WINE,BEER",196,0
14/03/2015,MAGAZINES,0,0
14/03/2015,MEATS,298.919,0
14/03/2015,PERSONAL CARE,159,0
14/03/2015,PET SUPPLIES,0,0
14/03/2015,PLAYERS AND ELECTRONICS,0,0
14/03/2015,POULTRY,404.82498,0
14/03/2015,PREPARED FOODS,88.395996,0
14/03/2015,PRODUCE,10,0
14/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
14/03/2015,SEAFOOD,31.916,0
15/03/2015,AUTOMOTIVE,1,0
15/03/2015,BABY CARE,0,0
15/03/2015,BEAUTY,0,0
15/03/2015,BEVERAGES,532,0
15/03/2015,BOOKS,0,0
15/03/2015,BREAD/BAKERY,140.343,0
15/03/2015,CELEBRATION,0,0
15/03/2015,CLEANING,248,0
15/03/2015,DAIRY,330,1
15/03/2015,DELI,78.899,0
15/03/2015,EGGS,78,0
15/03/2015,FROZEN FOODS,48,0
15/03/2015,GROCERY I,1096,8
15/03/2015,GROCERY II,7,0
15/03/2015,HARDWARE,1,0
15/03/2015,HOME AND KITCHEN I,9,0
15/03/2015,HOME AND KITCHEN II,3,0
15/03/2015,HOME APPLIANCES,0,0
15/03/2015,HOME CARE,0,0
15/03/2015,LADIESWEAR,0,0
15/03/2015,LAWN AND GARDEN,2,0
15/03/2015,LINGERIE,0,0
15/03/2015,"LIQUOR,WINE,BEER",0,0
15/03/2015,MAGAZINES,0,0
15/03/2015,MEATS,86.342,0
15/03/2015,PERSONAL CARE,72,0
15/03/2015,PET SUPPLIES,0,0
15/03/2015,PLAYERS AND ELECTRONICS,0,0
15/03/2015,POULTRY,126.195,0
15/03/2015,PREPARED FOODS,38.267998,0
15/03/2015,PRODUCE,9,0
15/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
15/03/2015,SEAFOOD,12.144,0
16/03/2015,AUTOMOTIVE,3,0
16/03/2015,BABY CARE,0,0
16/03/2015,BEAUTY,3,0
16/03/2015,BEVERAGES,1107,1
16/03/2015,BOOKS,0,0
16/03/2015,BREAD/BAKERY,430.957,0
16/03/2015,CELEBRATION,0,0
16/03/2015,CLEANING,718,1
16/03/2015,DAIRY,724,1
16/03/2015,DELI,142.88,0
16/03/2015,EGGS,160,0
16/03/2015,FROZEN FOODS,146.59799,1
16/03/2015,GROCERY I,2328,6
16/03/2015,GROCERY II,36,0
16/03/2015,HARDWARE,0,0
16/03/2015,HOME AND KITCHEN I,13,0
16/03/2015,HOME AND KITCHEN II,10,0
16/03/2015,HOME APPLIANCES,1,0
16/03/2015,HOME CARE,0,0
16/03/2015,LADIESWEAR,0,0
16/03/2015,LAWN AND GARDEN,12,0
16/03/2015,LINGERIE,0,0
16/03/2015,"LIQUOR,WINE,BEER",80,0
16/03/2015,MAGAZINES,0,0
16/03/2015,MEATS,326.805,0
16/03/2015,PERSONAL CARE,194,0
16/03/2015,PET SUPPLIES,0,0
16/03/2015,PLAYERS AND ELECTRONICS,0,0
16/03/2015,POULTRY,295.121,0
16/03/2015,PREPARED FOODS,91.19,0
16/03/2015,PRODUCE,1,0
16/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
16/03/2015,SEAFOOD,29.846,0
17/03/2015,AUTOMOTIVE,3,0
17/03/2015,BABY CARE,0,0
17/03/2015,BEAUTY,2,0
17/03/2015,BEVERAGES,1034,0
17/03/2015,BOOKS,0,0
17/03/2015,BREAD/BAKERY,364.238,2
17/03/2015,CELEBRATION,0,0
17/03/2015,CLEANING,629,0
17/03/2015,DAIRY,577,2
17/03/2015,DELI,183.902,1
17/03/2015,EGGS,146,0
17/03/2015,FROZEN FOODS,113,1
17/03/2015,GROCERY I,2207,6
17/03/2015,GROCERY II,10,0
17/03/2015,HARDWARE,1,0
17/03/2015,HOME AND KITCHEN I,27,0
17/03/2015,HOME AND KITCHEN II,8,0
17/03/2015,HOME APPLIANCES,2,0
17/03/2015,HOME CARE,0,0
17/03/2015,LADIESWEAR,0,0
17/03/2015,LAWN AND GARDEN,9,0
17/03/2015,LINGERIE,5,0
17/03/2015,"LIQUOR,WINE,BEER",100,0
17/03/2015,MAGAZINES,0,0
17/03/2015,MEATS,265.149,1
17/03/2015,PERSONAL CARE,147,0
17/03/2015,PET SUPPLIES,0,0
17/03/2015,PLAYERS AND ELECTRONICS,0,0
17/03/2015,POULTRY,293.531,0
17/03/2015,PREPARED FOODS,62.306,0
17/03/2015,PRODUCE,0,0
17/03/2015,SCHOOL AND OFFICE SUPPLIES,0,0
17/03/2015,SEAFOOD,29.79,0
18/03/2015,AUTOMOTIVE,3,0
18/03/2015,BABY CARE,0,0
18/03/2015,BEAUTY,0,0
18/03/2015,BEVERAGES,812,0
18/03/2015,BOOKS,0,0
18/03/2015,BREAD/BAKERY,412.41,1
18/03/2015,CELEBRATION,0,0
18/03/2015,CLEANING,748,1
18/03/2015,DAIRY,711,1
18/03/2015,DELI,127.987,1
18/03/2015,EGGS,149,0
18/03/2015,FROZEN FOODS,92,0
18/03/2015,GROCERY I,2369,8
18/03/2015,GROCERY II,10,0
18/03/2015,HARDWARE,0,0
18/03/2015,HOME AND KITCHEN I,12,0
18/03/2015,HOME AND KITCHEN II,9,0
18/03/2015,HOME APPLIANCES,2,0
18/03/2015,HOME CARE,0,0
18/03/2015,LADIESWEAR,0,0
18/03/2015,LAWN AND GARDEN,19,2
18/03/2015,LINGERIE,13,0
18/03/2015,"LIQUOR,WINE,BEER",74,0
